#separator:Tab
#html:true
#deck:JLPT N2::자동사·타동사 50쌍 (핵심 구분 & 조사 완성)
#tags column:3
#columns:Front	Back	Tags
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #008</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">赤信号の前でしっかりと車<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>止めた。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">赤信号の前でしっかりと車<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>止めた。</div><div style="font-size:14px; color:#4b5563;">빨간 신호등 앞에서 확실하게 차를 세웠다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「止める」는 운전자가 기계나 차량을 정지시키는 타동사이므로 목적어에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>故障で電車が止まった。（고장으로 전철이 멈췄다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_008 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #009</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">ドアが閉まる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">閉まる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">閉まる（しまる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 닫히다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 強い風で玄関のドアがバタンと閉まった。</div><div style="font-size:13px; color:#6b7280;">강한 바람에 현관문이 쾅 하고 닫혔다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">閉める（しめる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 닫다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 雨が降ってきたので、急いで窓を閉めた。</div><div style="font-size:13px; color:#6b7280;">비가 오기 시작해서 서둘러 창문을 닫았다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 閉まる</span> ↔ <span style="color:#2563eb;">を 閉める</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_009 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #009</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">窓を閉める</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">閉める</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">閉める（しめる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 닫다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 雨が降ってきたので、急いで窓を閉めた。</div><div style="font-size:13px; color:#6b7280;">비가 오기 시작해서 서둘러 창문을 닫았다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">閉まる（しまる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 닫히다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 強い風で玄関のドアがバタンと閉まった。</div><div style="font-size:13px; color:#6b7280;">강한 바람에 현관문이 쾅 하고 닫혔다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 閉める</span> ↔ <span style="color:#059669;">が 閉まる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_009 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #009</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">強い風で玄関のドア<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>バタンと閉まった。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#059669; margin-bottom:12px; text-align:center;">정답: ① が</div><div style="background:#ecfdf5; border:1px solid #a7f3d0; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">強い風で玄関のドア<span style="color:#059669; font-weight:700; text-decoration:underline;">が</span>バタンと閉まった。</div><div style="font-size:14px; color:#4b5563;">강한 바람에 현관문이 쾅 하고 닫혔다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「閉まる」는 문이 저절로 닫히는 현상의 자동사이므로 주체에 が를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>寒かったので窓を閉めた。（추워서 창문을 닫았다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_009 정답_が
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #010</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">授業が始まる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">始まる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">始まる（はじまる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 시작되다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> チャイムが鳴って、午後の授業が始まった。</div><div style="font-size:13px; color:#6b7280;">종이 울리고 오후 수업이 시작되었다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">始める（はじめる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 시작하다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 来週から新しい資格の勉強を始める。</div><div style="font-size:13px; color:#6b7280;">다음 주부터 새로운 자격증 공부를 시작한다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 始まる</span> ↔ <span style="color:#2563eb;">を 始める</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_010 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #010</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">勉強を始める</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">始める</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">始める（はじめる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 시작하다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 来週から新しい資格の勉強を始める。</div><div style="font-size:13px; color:#6b7280;">다음 주부터 새로운 자격증 공부를 시작한다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">始まる（はじまる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 시작되다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> チャイムが鳴って、午後の授業が始まった。</div><div style="font-size:13px; color:#6b7280;">종이 울리고 오후 수업이 시작되었다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 始める</span> ↔ <span style="color:#059669;">が 始まる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_010 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #010</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">来週から新しい資格の勉強<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>始める。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#2563eb; margin-bottom:12px; text-align:center;">정답: ② を</div><div style="background:#eff6ff; border:1px solid #bfdbfe; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">来週から新しい資格の勉強<span style="color:#2563eb; font-weight:700; text-decoration:underline;">を</span>始める。</div><div style="font-size:14px; color:#4b5563;">다음 주부터 새로운 자격증 공부를 시작한다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「始める」는 행위자가 공부를 개시하는 타동사이므로 대상에 を를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>定刻通りに会議が始まった。（정각대로 회의가 시작되었다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_010 정답_を
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #011</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">仕事が終わる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">終わる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">終わる（おわる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 끝나다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> やっと今日の仕事が終わって、ほっとした。</div><div style="font-size:13px; color:#6b7280;">겨우 오늘의 일이 끝나서 안도했다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">終える（おえる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 끝내다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 全ての業務を終えてから退社した。</div><div style="font-size:13px; color:#6b7280;">모든 업무를 끝내고 나서 퇴근했다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 終わる</span> ↔ <span style="color:#2563eb;">を 終える</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_011 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#2563eb; background:#eff6ff; border:1px solid #bfdbfe; border-radius:12px; padding:3px 10px; margin-bottom:12px;">타동사 ➔ 자동사 맞히기 #011</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">業務を終える</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#2563eb;">終える</b>」의 뜻과 대응하는 <b style="color:#059669;">자동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#2563eb;">終える（おえる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 끝내다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 全ての業務を終えてから退社した。</div><div style="font-size:13px; color:#6b7280;">모든 업무를 끝내고 나서 퇴근했다.</div></div><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#059669; letter-spacing:0.5px;">대응 자동사</div><div style="font-size:22px; font-weight:700; color:#059669;">終わる（おわる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 끝나다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> やっと今日の仕事が終わって、ほっとした。</div><div style="font-size:13px; color:#6b7280;">겨우 오늘의 일이 끝나서 안도했다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#2563eb;">を 終える</span> ↔ <span style="color:#059669;">が 終わる</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_011 패턴_〜まる_↔_〜める
"<div style="text-align:center; padding:14px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#b45309; background:#fffbeb; border:1px solid #fde68a; border-radius:12px; padding:3px 10px; margin-bottom:14px;">조사 선택 퀴즈 (が / を) #011</span><div style="font-size:22px; font-weight:700; margin-bottom:16px; color:#111827; line-height:1.4;">やっと今日の仕事<span style="border-bottom:2px solid #2563eb; padding:0 8px; color:#2563eb; font-weight:700;">＿</span>終わって、ほっとした。</div><div style="display:inline-flex; gap:16px; font-size:16px; font-weight:700; margin-bottom:12px;"><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">① が</span><span style="padding:6px 18px; border:1px solid #cbd5e1; border-radius:8px; background:#f8fafc; color:#1e293b;">② を</span></div><div style="font-size:13px; color:#64748b;">빈칸에 들어갈 알맞은 조사를 선택하세요.</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="font-size:20px; font-weight:700; color:#059669; margin-bottom:12px; text-align:center;">정답: ① が</div><div style="background:#ecfdf5; border:1px solid #a7f3d0; border-radius:8px; padding:12px; margin-bottom:14px;"><div style="font-size:18px; font-weight:700; color:#111827; margin-bottom:4px;">やっと今日の仕事<span style="color:#059669; font-weight:700; text-decoration:underline;">が</span>終わって、ほっとした。</div><div style="font-size:14px; color:#4b5563;">겨우 오늘의 일이 끝나서 안도했다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-size:14px; color:#1e293b; margin-bottom:8px;"><b>해설:</b> 「終わる」는 일이 완료되는 자연스러운 상태의 자동사이므로 주체에 が를 씁니다.</div><div style="font-size:13px; color:#475569; border-top:1px dashed #cbd5e1; padding-top:8px; margin-top:8px;"><b>반대 표현:</b><br>無事に全ての業務を終えた。（무사히 모든 업무를 끝냈다）</div><div style="font-size:12px; color:#64748b; margin-top:8px;">📌 공식: [자연 추이·상태 변화] <b>が</b> + 자동사 ↔ [인위적 목적어] <b>を</b> + 타동사</div></div></div>"	JLPT_N2::자타동사50쌍 조사_선택 쌍_011 정답_が
"<div style="text-align:center; padding:12px 8px; font-family:'Helvetica Neue', Arial, sans-serif;"><span style="display:inline-block; font-size:12px; font-weight:700; color:#059669; background:#ecfdf5; border:1px solid #a7f3d0; border-radius:12px; padding:3px 10px; margin-bottom:12px;">자동사 ➔ 타동사 맞히기 #012</span><div style="font-size:26px; font-weight:700; margin-bottom:12px; color:#111827;">セメントが固まる</div><div style="font-size:15px; color:#4b5563;">「<b style="color:#059669;">固まる</b>」의 뜻과 대응하는 <b style="color:#2563eb;">타동사</b>는?</div></div>"	"<div style="padding:14px 10px; font-family:'Helvetica Neue', Arial, sans-serif; line-height:1.6;"><div style="border-left:4px solid #059669; padding-left:12px; margin-bottom:16px;"><div style="font-size:22px; font-weight:700; color:#059669;">固まる（かたまる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 굳어지다 <span style="font-size:12px; color:#059669; background:#ecfdf5; border-radius:4px; padding:1px 6px; margin-left:6px;">자동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 時間が経って、冷蔵庫のゼリーが固まった。</div><div style="font-size:13px; color:#6b7280;">시간이 지나 냉장고의 젤리가 굳었다.</div></div><div style="border-left:4px solid #2563eb; padding-left:12px; margin-bottom:16px;"><div style="font-size:12px; font-weight:700; color:#2563eb; letter-spacing:0.5px;">대응 타동사</div><div style="font-size:22px; font-weight:700; color:#2563eb;">固める（かためる）</div><div style="font-size:15px; color:#374151; font-weight:600; margin:2px 0;">＝ 굳히다 <span style="font-size:12px; color:#2563eb; background:#eff6ff; border-radius:4px; padding:1px 6px; margin-left:6px;">타동사</span></div><div style="font-size:14px; color:#1f2937; margin-top:6px;"><b>예문:</b> 決勝戦に向けて、チームの守備を固めた。</div><div style="font-size:13px; color:#6b7280;">결승전을 향해 팀의 수비를 굳혔다.</div></div><div style="background:#f8fafc; border:1px solid #e2e8f0; border-radius:8px; padding:12px;"><div style="font-weight:700; font-size:14px; color:#0f172a; margin-bottom:4px;">📌 핵심: <span style="color:#059669;">が 固まる</span> ↔ <span style="color:#2563eb;">を 固める</span></div><div style="font-size:12px; color:#64748b; margin-top:4px;">💡 <b>패턴:</b> 자동사 [〜まる] ↔ 타동사 [〜める] (형태적 경향성)<br><span style="color:#94a3b8; font-size:11px;">(※ 언어 형성의 경향성이므로 참고용으로 활용하세요.)</span></div></div></div>"	JLPT_N2::자타동사50쌍 자타_대응 쌍_012 패턴_〜まる_↔_〜める
