#separator:Tab
#html:true
#deck:JLPT N2::문법 001-025 예문 복습
#tags column:3
#columns:Front	Back	Tags
"<div style=""color:#6b7280;font-size:14px"">011</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜かぎり／〜ないかぎり</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~하는 한 · ~하지 않는 한</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">V普通形／ナAな／Nである＋かぎり</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">A 상태가 유지되는 동안, 또는 A하지 않는 한 B가 성립하지 않음.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">体が元気なかぎり、この仕事を続けたい。<br><span style='color:#6b7280'>몸이 건강한 한 이 일을 계속하고 싶다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">本人が同意しないかぎり、計画は進められない。<br><span style='color:#6b7280'>본인이 동의하지 않는 한 계획을 진행할 수 없다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜ないかぎり 뒤에는 できない처럼 제한·불가능이 자주 온다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">‘A가 필수 조건인가?’를 먼저 판단한다.</div>"	JLPT_N2 문법_001_025 문법_011 priority_high
"<div style=""color:#6b7280;font-size:14px"">012</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜かけ／〜かける</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~하다 만</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋かける／かけのN／かけだ</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">동작을 시작했지만 아직 끝나지 않은 미완료 상태.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">机の上に読みかけの本が置いてある。<br><span style='color:#6b7280'>책상 위에 읽다 만 책이 놓여 있다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">彼は何かを言いかけたが、黙ってしまった。<br><span style='color:#6b7280'>그는 무언가 말하려다가 입을 다물었다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">반복 습관인 〜がち와 달리 한 동작의 중간·중단을 나타낸다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">이미 시작했는가, 아직 끝나지 않았는가를 본다.</div>"	JLPT_N2 문법_001_025 문법_012 priority_high
"<div style=""color:#6b7280;font-size:14px"">013</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜がたい</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~하기 어렵다 (심리·본질)</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋がたい</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">능력보다 심리·본질상 받아들이거나 실행하기 어려움.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">長年の友人の親切は忘れがたい。<br><span style='color:#6b7280'>오랜 친구의 친절은 잊기 어렵다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">その説明は私には理解しがたい。<br><span style='color:#6b7280'>그 설명은 나로서는 이해하기 어렵다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">물리적 난이도의 にくい보다 인정·이해·용서 같은 추상 동사와 잘 결합한다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">忘れる・信じる・理解する처럼 심리적 판단인지 본다.</div>"	JLPT_N2 문법_001_025 문법_013 priority_high
"<div style=""color:#6b7280;font-size:14px"">014</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜がち</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">자주 ~하는 경향</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋がち／N＋がち</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">자주 그렇게 되는 바람직하지 않은 경향.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">忙しいと、朝食を抜きがちだ。<br><span style='color:#6b7280'>바쁘면 아침을 거르기 쉽다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">雨の日は家に閉じこもりがちになる。<br><span style='color:#6b7280'>비 오는 날에는 집에 틀어박혀 있기 쉽다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜気味는 현재 약간 그런 상태, 〜がちは 반복되는 경향이다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">最近・よく・いつも 같은 반복 신호를 찾는다.</div>"	JLPT_N2 문법_001_025 문법_014 priority_high
"<div style=""color:#6b7280;font-size:14px"">015</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜かというと／〜かといえば</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~인가 하면 꼭 그렇지는 않다</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">문장＋かというと／かといえば</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">어떤 판단을 화제로 제시한 뒤 ‘꼭 그렇지는 않다’고 답함.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">甘い物が嫌いかというと、そういうわけではない。<br><span style='color:#6b7280'>단것을 싫어하느냐 하면 꼭 그런 것은 아니다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">新制度で問題がなくなったかといえば、そうではない。<br><span style='color:#6b7280'>새 제도로 문제가 없어졌느냐 하면 그렇지는 않다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜とは限らない은 일반적 예외, 이 문형은 질문처럼 판단을 제시하고 직접 답한다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">뒤의 そうではない・必ずしも〜ない를 찾는다.</div>"	JLPT_N2 문법_001_025 문법_015 priority_high
"<div style=""color:#6b7280;font-size:14px"">016</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜かねない</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~할 우려가 있다</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋かねない</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">좋지 않은 일이 일어날 가능성이 있음.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">確認を怠ると、大きな事故を起こしかねない。<br><span style='color:#6b7280'>확인을 소홀히 하면 큰 사고를 일으킬 수도 있다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">このままでは、計画そのものが中止になりかねない。<br><span style='color:#6b7280'>이대로라면 계획 자체가 중지될 수도 있다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜かねる는 거절, 〜かねない는 부정적 가능성이다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">위험·경고 문맥이면 かねない를 고른다.</div>"	JLPT_N2 문법_001_025 문법_016 priority_high
"<div style=""color:#6b7280;font-size:14px"">017</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜かねる</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~하기 어렵다 (정중한 거절)</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋かねる</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">입장이나 사정상 하기 어렵다는 정중한 거절.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">個人情報に関する質問にはお答えしかねます。<br><span style='color:#6b7280'>개인정보에 관한 질문에는 답변드리기 어렵습니다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">そのご提案には賛成しかねます。<br><span style='color:#6b7280'>그 제안에는 찬성하기 어렵습니다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">かねる 자체에 ‘할 수 없다’가 들어 있으므로 お答えしかねます가 맞다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">회사·창구의 정중한 거절이면 かねる를 고른다.</div>"	JLPT_N2 문법_001_025 문법_017 priority_high
"<div style=""color:#6b7280;font-size:14px"">018</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜から〜にかけて</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~부터 ~에 걸쳐</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">N1＋から＋N2＋にかけて</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">시간이나 장소의 시작점부터 끝점까지의 대략적인 범위.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">今夜から明日の朝にかけて、雪が降るでしょう。<br><span style='color:#6b7280'>오늘 밤부터 내일 아침에 걸쳐 눈이 내리겠습니다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">関東から東北にかけて、強い風が吹いた。<br><span style='color:#6b7280'>간토에서 도호쿠에 걸쳐 강한 바람이 불었다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜から〜まで보다 경계가 흐리고 범위 전체에 걸친 현상을 나타낸다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">시간·지역 두 끝점과 광범위한 현상을 찾는다.</div>"	JLPT_N2 문법_001_025 문법_018 priority_normal
"<div style=""color:#6b7280;font-size:14px"">019</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜からいうと</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~의 관점에서 보면</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">N＋からいうと／からいえば</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">특정 관점·측면을 기준으로 평가함.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">費用の面からいうと、A案のほうが現実的だ。<br><span style='color:#6b7280'>비용 측면에서 보면 A안이 더 현실적이다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">環境保護の観点からいうと、この計画には問題がある。<br><span style='color:#6b7280'>환경보호 관점에서 보면 이 계획에는 문제가 있다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜からすると는 관찰된 근거에서 추측할 때 자주 쓴다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">観点・立場・面이 나오면 이 문형을 우선 검토한다.</div>"	JLPT_N2 문법_001_025 문법_019 priority_high
"<div style=""color:#6b7280;font-size:14px"">020</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜からして</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~부터가 이미</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">N＋からして</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">대표적인 한 사례부터 이미 전체의 특징이 드러남.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">あの店は入り口の飾りからして、普通の店とは違う。<br><span style='color:#6b7280'>저 가게는 입구 장식부터가 보통 가게와 다르다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">彼の話し方からして、かなり自信がありそうだ。<br><span style='color:#6b7280'>그의 말투부터 보아 상당히 자신이 있어 보인다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">‘다른 것은 말할 것도 없이 이것부터’라는 강조가 있다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">가장 눈에 띄는 첫 사례를 집어 전체를 평가하는지 본다.</div>"	JLPT_N2 문법_001_025 문법_020 priority_normal
"<div style=""color:#6b7280;font-size:14px"">021</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜からすると</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~로 보아</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">N＋からすると／からすれば</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">관찰된 사실을 근거로 판단·추측함.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">窓が全部閉まっていることからすると、今日は誰もいないようだ。<br><span style='color:#6b7280'>창문이 모두 닫혀 있는 것으로 보아 오늘은 아무도 없는 듯하다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">足跡の大きさからすると、大きな動物らしい。<br><span style='color:#6b7280'>발자국 크기로 보아 큰 동물인 듯하다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜からいうと가 관점이라면 〜からすると는 증거 → 추측이다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">뒤에 ようだ・らしい 같은 추측 표현이 있는지 본다.</div>"	JLPT_N2 문법_001_025 문법_021 priority_normal
"<div style=""color:#6b7280;font-size:14px"">022</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜からといって</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~라고 해서</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">普通形＋からといって／N・ナA＋だからといって</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">A라는 이유만으로 B라고 단정하거나 행동해서는 안 됨.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">安いからといって、必要のない物まで買うべきではない。<br><span style='color:#6b7280'>싸다고 해서 필요 없는 물건까지 사서는 안 된다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">有名だからといって、品質がいいとは限らない。<br><span style='color:#6b7280'>유명하다고 해서 품질이 좋은 것은 아니다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">뒤에는 とは限らない・わけではない・べきではない가 자주 온다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">‘A라고 해서 반드시 B인가?’라는 단정 부정인지 본다.</div>"	JLPT_N2 문법_001_025 문법_022 priority_high
"<div style=""color:#6b7280;font-size:14px"">023</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜からには</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~한 이상</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">V普通形＋からには／N・ナA＋であるからには</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">이미 A한 이상 의무·책임·결의를 가지고 B함.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">自分で引き受けたからには、最後まで責任を持つ。<br><span style='color:#6b7280'>스스로 맡은 이상 끝까지 책임진다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">試験を受けるからには、合格を目指したい。<br><span style='color:#6b7280'>시험을 치르는 이상 합격을 목표로 하고 싶다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">이유의 반박인 〜からといって와 달리 뒤에 강한 의지·의무가 온다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">‘이미 결정했으니 끝까지’라는 흐름인지 본다.</div>"	JLPT_N2 문법_001_025 문법_023 priority_normal
"<div style=""color:#6b7280;font-size:14px"">024</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜気味</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">조금 ~한 기미</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vます語幹＋気味／N＋気味</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">최근 또는 현재 약간 좋지 않은 상태나 경향.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">最近、少し疲れ気味なので、早く寝ることにした。<br><span style='color:#6b7280'>요즘 조금 피곤한 기색이라 일찍 자기로 했다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">風邪気味で、のどが少し痛い。<br><span style='color:#6b7280'>감기 기운이 있어서 목이 조금 아프다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">〜が치는 반복 습관, 〜気味는 현재 느껴지는 약한 상태이다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">少し・最近과 현재 몸 상태가 나오면 気味를 본다.</div>"	JLPT_N2 문법_001_025 문법_024 priority_normal
"<div style=""color:#6b7280;font-size:14px"">025</div><div style=""font-size:30px;font-weight:700;margin:8px 0 14px"">〜きり</div><div style=""color:#6b7280"">접속 · 핵심 의미 · 예문을 떠올려 보세요.</div>"	"<div style=""font-size:20px;font-weight:700;margin:0 0 14px;color:#52606d"">~한 뒤로 계속</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">접속</div><div style=""line-height:1.55;margin-top:4px"">Vた形＋きり（＋後続の否定）</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">핵심 의미</div><div style=""line-height:1.55;margin-top:4px"">A한 뒤 다음 변화나 행동이 일어나지 않은 상태가 계속됨.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 1</div><div style=""line-height:1.55;margin-top:4px"">兄は朝早く家を出たきり、まだ帰ってこない。<br><span style='color:#6b7280'>형은 아침 일찍 집을 나간 뒤 아직 돌아오지 않았다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">예문 2</div><div style=""line-height:1.55;margin-top:4px"">彼とは去年会ったきり、一度も連絡していない。<br><span style='color:#6b7280'>그와는 작년에 만난 뒤 한 번도 연락하지 않았다.</span></div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">구별 포인트</div><div style=""line-height:1.55;margin-top:4px"">단순한 직후가 아니라 A 이후 오랫동안 상태가 끊겨 있음을 나타낸다.</div><div style=""color:#52606d;font-size:13px;font-weight:700;margin-top:14px"">시험 신호</div><div style=""line-height:1.55;margin-top:4px"">뒤의 まだ〜ない・一度も〜ない를 확인한다.</div>"	JLPT_N2 문법_001_025 문법_025 priority_normal
